년,월,업종코드,업종명,가맹점 수
2021,1,4209,피부과,107
2021,1,4211,기타의료업,142
2021,1,4212,한의원,482
2021,1,4215,정형외과,114
2021,1,4401,의약품판매,15
2021,1,4402,약국,712
2021,1,4403,한약방,45
2021,1,4501,기타약품.의료기기,191
2021,1,4601,산후조리원,13
2021,1,5102,대형할인점,2
2021,1,5103,기타상설할인.아울렛,4
2021,1,5201,슈퍼마켓.마트,894
2021,1,5202,편의점,1242
2021,1,5203,소비조합(구내매점),20
2021,1,5204,농수축협직판장,41
2021,1,5205,농협식품전문점,18
2021,1,5206,체인스토어,65
2021,1,5301,기타,110
2021,1,5302,기타종합소매점,81
2021,1,5402,비료.사료.종자,33
2021,1,5501,인터넷상거래,2
2021,1,5602,통신.방문판매,164
2021,1,6101,호텔(특급),2
2021,1,6102,호텔(특급외),31
2021,1,6103,기타숙박업소,245
2021,1,6104,레저용숙박업소,2
2021,1,6203,"수집품,기념품",4
2021,1,6204,차량임대(렌터카),4
2021,1,6205,선물용품점,5
2021,1,6404,오토바이,48
2021,1,6501,차량부품.용품,313
2021,1,6502,자동차정비,878
2021,1,6504,타이어판매점,100
2021,1,6601,주유소,234
2021,1,6602,주유소(LPG),45
2021,1,6603,기타연료판매,93
2021,1,6701,주차장.폐차장,138
2021,1,6702,세차장,200
2021,1,6703,차량견인서비스,4
2021,1,7101,유치원,21
2021,1,7103,대학교.대학원,1
2021,1,7201,"입시학원,보습학원",801
2021,1,7202,외국어학원,192
2021,1,7204,무술도장 등(학원),365
2021,1,7205,예체능계열학원,529
2021,1,7210,자동차운전학원,10
2021,1,7211,기술.직업훈련학원,91
2021,1,7213,기타교육.교습.학원,1410
2021,1,7301,요양.보육.복지시설,62
2021,1,7303,교육및교구,31
2021,1,8101,서적(출판),203
2021,1,8102,"문구,사무용품",270
2021,1,8103,비디오.음반,4
2021,1,8104,악기판매점,43
2021,1,8105,"기타레저,스포츠용품",226
2021,1,8106,자전거,74
2021,1,8107,카메라.캠코더,5
2021,1,8109,예술품.골동품,7
2021,1,8110,화원.화초,489
2021,1,8111,"애완동물,용품(수족관)",241
2021,1,8112,기타상품판매점,364
2021,1,8113,사진관.현상소,187
2021,1,8114,점술업,3
2021,1,8115,동물병원,94
2021,1,8117,완구,30
2021,1,8119,화방.표구점,8
2021,1,8120,민예품.공예품,74
2021,1,8121,전문스포츠용품점,129
2021,1,8202,기타오락.휴식시설,61
2021,1,8203,영화.공연장,6
2021,1,8302,골프장,3
2021,1,8305,헬스클럽,169
2021,1,8308,당구장,250
2021,1,8309,골프연습장,173
2021,1,8310,기타취미.레저.스포츠,384
2021,1,8401,오락실/PC방,185
2021,1,8402,노래방,285
2021,1,8405,사우나.목욕탕.찜질방,57
2021,1,8406,기타대인서비스,43
2021,1,8501,기타요금,4
2021,1,8503,종합레저타운,9
2021,1,8603,안마시술소,3
2021,1,9207,공공편의서비스,3
2021,1,9301,이사/화물운송업,15
2021,1,9303,택배서비스,21
2021,1,9305,기타운송기구,6
2021,1,9306,창고보관업,6
2021,1,9402,판촉물.인쇄.복사,150
2021,1,9407,기계.장비(기타),49
2021,1,9502,법무전문서비스,16
2021,1,9503,세무전문서비스,21
2021,1,9504,광고기획.대행업,23
2021,1,9511,기타전문서비스,51
2021,1,9602,기타서비스,404
2021,1,9801,각종단체회비,12
2021,1,9906,종교시설 기부,11
2021,2,9502,법무전문서비스,18
2021,2,9906,종교시설 기부,12
2021,2,9801,각종단체회비,18
2021,2,9602,기타서비스,409
2021,2,9511,기타전문서비스,47
2021,2,9504,광고기획.대행업,22
2021,2,9503,세무전문서비스,18
2021,2,1101,양복점.한복점,55
2021,2,1104,아동.유아복,44
2021,2,1106,일반의류,1232
2021,2,1107,스포츠용품점,95
2021,2,1108,모피.무스탕,1
2021,2,1110,내의류,132
2021,2,1111,교복,25
2021,2,1112,의류관련(기타),9
2021,2,1201,커튼.카펫.수건,118
2021,2,1202,침구및수예품,202
2021,2,1301,세탁업,588
2021,2,1401,기타잡화,288
2021,2,1402,시계.귀금속,181
2021,2,1403,안경.광학제품,319
2021,2,1404,구두.신발,117
2021,2,1405,가방.핸드백,27
2021,2,1407,가발,25
2021,2,1501,화장품,695
2021,2,1503,미용재료,63
2021,2,1601,이발소,63
2021,2,1602,미용실(두발전문),2698
2021,2,1701,피부.체형미관리,708
2021,2,2102,"축산물,정육점",770
2021,2,2103,"수산물,건어물",351
2021,2,2104,"농산물,청과물",800
2021,2,2105,기타식음료품,1254
2021,2,2201,건강보조식품,282
2021,2,2202,인삼전문점,42
2021,2,2203,한국인삼공사,9
2021,2,2301,일반음식점,11231
2021,2,2302,중식전문점,492
2021,2,2303,일식전문점,418
2021,2,2305,서양식전문점,350
2021,2,2307,패스트푸드점,336
2021,2,2309,치킨전문점,983
2021,2,2310,식음료(기타),253
2021,2,2401,기타음식점,120
2021,2,2402,뷔페.출장연회,23
2021,2,2501,제과.제빵,446
2021,2,2502,커피전문점,1992
2021,2,2503,아이스크림전문점,45
2021,2,2601,일반주점,638
2021,2,2602,주류전문점,14
2021,2,2604,기타주점,2
2021,2,3101,가전제품,80
2021,2,3102,정수기.비데,15
2021,2,3104,기타전자제품,18
2021,2,3201,컴퓨터및소프트웨어,136
2021,2,3202,통신기기,162
2021,2,3203,"철재,사무용가구",14
2021,2,3204,기타사무용기기,32
2021,2,3301,가구판매점,202
2021,2,3302,기타가정.주방용품,409
2021,2,3303,조명기구.전기,154
2021,2,3402,"보일러,펌프,샷시",142
2021,2,3403,기타건축자재,486
2021,2,3405,실내장식(인테리어),153
2021,2,3501,중고품판매점,54
2021,2,3503,기타장비임대,162
2021,2,3504,기타수리.수선전문,319
2021,2,3601,기타부동산관련업,18
2021,2,3602,부동산중개,8
2021,2,3801,웨딩토탈서비스,17
2021,2,3802,예식장,10
2021,2,3803,기타가례서비스,9
2021,2,4101,종합병원,15
2021,2,4102,일반병원,49
2021,2,4103,한방병원,10
2021,2,4104,요양병원,32
2021,2,4201,치과,537
2021,2,4202,내과,318
2021,2,4203,신경정신과,67
2021,2,4204,외과,46
2021,2,4205,성형외과,46
2021,2,4206,산부인과,51
2021,2,4207,안과,45
2021,2,4208,이비인후과,71
2021,2,4209,피부과,108
2021,2,4211,기타의료업,143
2021,2,4212,한의원,482
2021,2,4214,소아과,46
2021,2,4215,정형외과,115
2021,2,4401,의약품판매,15
2021,2,4402,약국,713
2021,2,4403,한약방,48
2021,2,4501,기타약품.의료기기,183
2021,2,4601,산후조리원,13
2021,2,5102,대형할인점,2
2021,2,5103,기타상설할인.아울렛,3
2021,2,5201,슈퍼마켓.마트,900
2021,2,5202,편의점,1252
2021,2,5203,소비조합(구내매점),19
2021,2,5204,농수축협직판장,42
2021,2,5205,농협식품전문점,18
2021,2,5206,체인스토어,67
2021,2,5301,기타,126
2021,2,5302,기타종합소매점,86
2021,2,5402,비료.사료.종자,36
2021,2,5501,인터넷상거래,1
2021,2,5602,통신.방문판매,171
2021,2,6101,호텔(특급),2
2021,2,6102,호텔(특급외),28
2021,2,6103,기타숙박업소,240
2021,2,6104,레저용숙박업소,2
2021,2,6201,여행사,1
2021,2,6203,"수집품,기념품",6
2021,2,6204,차량임대(렌터카),2
2021,2,6205,선물용품점,5
2021,2,6302,택시,1
2021,2,6404,오토바이,45
2021,2,6501,차량부품.용품,298
2021,2,6502,자동차정비,874
2021,2,6504,타이어판매점,101
2021,2,6601,주유소,236
2021,2,6602,주유소(LPG),45
2021,2,6603,기타연료판매,95
2021,2,6701,주차장.폐차장,142
2021,2,6702,세차장,204
2021,2,6703,차량견인서비스,3
2021,2,6705,고속도로통행카드,1
2021,2,7101,유치원,16
2021,2,7103,대학교.대학원,2
2021,2,7201,"입시학원,보습학원",809
2021,2,7202,외국어학원,189
2021,2,7204,무술도장 등(학원),382
2021,2,7205,예체능계열학원,536
2021,2,7210,자동차운전학원,11
2021,2,7211,기술.직업훈련학원,96
2021,2,7213,기타교육.교습.학원,1464
2021,2,7301,요양.보육.복지시설,65
2021,2,7303,교육및교구,33
2021,2,8101,서적(출판),201
2021,2,8102,"문구,사무용품",278
2021,2,8103,비디오.음반,5
2021,2,8104,악기판매점,39
2021,2,8105,"기타레저,스포츠용품",244
2021,2,8106,자전거,80
2021,2,8107,카메라.캠코더,7
2021,2,8109,예술품.골동품,7
2021,2,8110,화원.화초,542
2021,2,8111,"애완동물,용품(수족관)",242
2021,2,8112,기타상품판매점,361
2021,2,8113,사진관.현상소,197
2021,2,8114,점술업,3
2021,2,8115,동물병원,94
2021,2,8117,완구,29
2021,2,8119,화방.표구점,9
2021,2,8120,민예품.공예품,76
2021,2,8121,전문스포츠용품점,142
2021,2,8202,기타오락.휴식시설,65
2021,2,8203,영화.공연장,6
2021,2,8302,골프장,3
2021,2,8305,헬스클럽,179
2021,2,8308,당구장,266
2021,2,8309,골프연습장,173
2021,2,8310,기타취미.레저.스포츠,406
2021,2,8401,오락실/PC방,187
2021,2,8402,노래방,572
2021,2,8405,사우나.목욕탕.찜질방,58
2021,2,8406,기타대인서비스,49
2021,2,8501,기타요금,5
2021,2,8503,종합레저타운,10
2021,2,8603,안마시술소,5
2021,2,9207,공공편의서비스,3
2021,2,9301,이사/화물운송업,23
2021,2,9303,택배서비스,20
2021,2,9305,기타운송기구,6
2021,2,9306,창고보관업,6
2021,2,9402,판촉물.인쇄.복사,147
2021,2,9407,기계.장비(기타),46
2021,3,8120,민예품.공예품,73
2021,3,1101,양복점.한복점,66
2021,3,1104,아동.유아복,54
2021,3,1106,일반의류,1383
2021,3,1107,스포츠용품점,92
2021,3,1108,모피.무스탕,1
2021,3,1110,내의류,135
2021,3,1111,교복,26
2021,3,1112,의류관련(기타),10
2021,3,1201,커튼.카펫.수건,122
2021,3,1202,침구및수예품,198
2021,3,1301,세탁업,612
2021,3,1401,기타잡화,303
2021,3,1402,시계.귀금속,188
2021,3,1403,안경.광학제품,328
2021,3,1404,구두.신발,127
2021,3,1405,가방.핸드백,27
2021,3,1407,가발,27
2021,3,1501,화장품,717
2021,3,1503,미용재료,63
2021,3,1601,이발소,62
2021,3,1602,미용실(두발전문),2725
2021,3,1701,피부.체형미관리,755
2021,3,2102,"축산물,정육점",762
2021,3,2103,"수산물,건어물",356
2021,3,2104,"농산물,청과물",809
2021,3,2105,기타식음료품,1252
2021,3,2201,건강보조식품,295
2021,3,2202,인삼전문점,43
2021,3,2203,한국인삼공사,9
2021,3,2301,일반음식점,11526
2021,3,2302,중식전문점,508
2021,3,2303,일식전문점,429
2021,3,2305,서양식전문점,357
2021,3,2307,패스트푸드점,335
2021,3,2309,치킨전문점,1008
2021,3,2310,식음료(기타),262
2021,3,2401,기타음식점,134
2021,3,2402,뷔페.출장연회,26
2021,3,2501,제과.제빵,457
2021,3,2502,커피전문점,2059
2021,3,2503,아이스크림전문점,45
2021,3,2601,일반주점,683
2021,3,2602,주류전문점,12
2021,3,2604,기타주점,4
2021,3,3101,가전제품,82
2021,3,3102,정수기.비데,13
2021,3,3104,기타전자제품,17
2021,3,3201,컴퓨터및소프트웨어,125
2021,3,3202,통신기기,166
2021,3,3203,"철재,사무용가구",14
2021,3,3204,기타사무용기기,39
2021,3,3301,가구판매점,191
2021,3,3302,기타가정.주방용품,401
2021,3,3303,조명기구.전기,156
2021,3,3402,"보일러,펌프,샷시",145
2021,3,3403,기타건축자재,470
2021,3,3405,실내장식(인테리어),155
2021,3,3501,중고품판매점,60
2021,3,3503,기타장비임대,170
2021,3,3504,기타수리.수선전문,317
2021,3,3601,기타부동산관련업,17
2021,3,3602,부동산중개,3
2021,3,3801,웨딩토탈서비스,16
2021,3,3802,예식장,10
2021,3,3803,기타가례서비스,9
2021,3,4101,종합병원,15
2021,3,4102,일반병원,48
2021,3,4103,한방병원,10
2021,3,4104,요양병원,32
2021,3,4201,치과,540
2021,3,4202,내과,320
2021,3,4203,신경정신과,69
2021,3,4204,외과,46
2021,3,4205,성형외과,46
2021,3,4206,산부인과,51
2021,3,4207,안과,45
2021,3,4208,이비인후과,71
2021,3,4209,피부과,108
2021,3,4211,기타의료업,143
2021,3,4212,한의원,490
2021,3,4214,소아과,46
2021,3,4215,정형외과,116
2021,3,4401,의약품판매,15
2021,3,4402,약국,714
2021,3,4403,한약방,44
2021,3,4501,기타약품.의료기기,183
2021,3,4601,산후조리원,13
2021,3,5102,대형할인점,2
2021,3,5103,기타상설할인.아울렛,3
2021,3,5201,슈퍼마켓.마트,910
2021,3,5202,편의점,1299
2021,3,5203,소비조합(구내매점),23
2021,3,5204,농수축협직판장,42
2021,3,5205,농협식품전문점,19
2021,3,5206,체인스토어,67
2021,3,5301,기타,121
2021,3,5302,기타종합소매점,102
2021,3,5402,비료.사료.종자,41
2021,3,5501,인터넷상거래,1
2021,3,5602,통신.방문판매,166
2021,3,6101,호텔(특급),2
2021,3,6102,호텔(특급외),31
2021,3,6103,기타숙박업소,245
2021,3,6104,레저용숙박업소,1
2021,3,6201,여행사,3
2021,3,6203,"수집품,기념품",4
2021,3,6204,차량임대(렌터카),2
2021,3,6205,선물용품점,5
2021,3,6404,오토바이,47
2021,3,6501,차량부품.용품,282
2021,3,6502,자동차정비,869
2021,3,6504,타이어판매점,108
2021,3,6601,주유소,236
2021,3,6602,주유소(LPG),47
2021,3,6603,기타연료판매,85
2021,3,6701,주차장.폐차장,149
2021,3,6702,세차장,200
2021,3,6703,차량견인서비스,4
2021,3,6705,고속도로통행카드,1
2021,3,7101,유치원,27
2021,3,7103,대학교.대학원,2
2021,3,7201,"입시학원,보습학원",815
2021,3,7202,외국어학원,194
2021,3,7204,무술도장 등(학원),378
2021,3,7205,예체능계열학원,536
2021,3,7210,자동차운전학원,10
2021,3,7211,기술.직업훈련학원,96
2021,3,7213,기타교육.교습.학원,1505
2021,3,7301,요양.보육.복지시설,62
2021,3,7303,교육및교구,30
2021,3,8101,서적(출판),211
2021,3,8102,"문구,사무용품",287
2021,3,8103,비디오.음반,4
2021,3,8104,악기판매점,40
2021,3,8105,"기타레저,스포츠용품",239
2021,3,8106,자전거,86
2021,3,8107,카메라.캠코더,6
2021,3,8109,예술품.골동품,9
2021,3,8110,화원.화초,540
2021,3,8111,"애완동물,용품(수족관)",239
2021,3,8112,기타상품판매점,346
2021,3,8113,사진관.현상소,199
2021,3,8114,점술업,5
2021,3,8115,동물병원,95
2021,3,8117,완구,34
2021,3,8119,화방.표구점,9
2021,3,8121,전문스포츠용품점,144
2021,3,8202,기타오락.휴식시설,66
2021,3,8203,영화.공연장,6
2021,3,8302,골프장,3
2021,3,8305,헬스클럽,179
2021,3,8308,당구장,271
2021,3,8309,골프연습장,186
2021,3,8310,기타취미.레저.스포츠,425
2021,3,8401,오락실/PC방,188
2021,3,8402,노래방,693
2021,3,8405,사우나.목욕탕.찜질방,59
2021,3,8406,기타대인서비스,47
2021,3,8501,기타요금,6
2021,3,8503,종합레저타운,11
2021,3,8603,안마시술소,4
2021,3,9207,공공편의서비스,3
2021,3,9301,이사/화물운송업,13
2021,3,9303,택배서비스,20
2021,3,9305,기타운송기구,7
2021,3,9306,창고보관업,6
2021,3,9402,판촉물.인쇄.복사,157
2021,3,9407,기계.장비(기타),39
2021,3,9502,법무전문서비스,19
2021,3,9503,세무전문서비스,8
2021,3,9504,광고기획.대행업,22
2021,3,9511,기타전문서비스,47
2021,3,9602,기타서비스,437
2021,3,9801,각종단체회비,16
2021,3,9906,종교시설 기부,11
2021,4,9503,세무전문서비스,6
2021,4,9504,광고기획.대행업,20
2021,4,9511,기타전문서비스,55
2021,4,9602,기타서비스,433
2021,4,9801,각종단체회비,13
2021,4,9906,종교시설 기부,9
2021,4,9207,공공편의서비스,69
2021,4,9301,이사/화물운송업,11
2021,4,9303,택배서비스,19
2021,4,9305,기타운송기구,6
2021,4,9306,창고보관업,6
2021,4,9402,판촉물.인쇄.복사,150
2021,4,9407,기계.장비(기타),40
2021,4,1101,양복점.한복점,59
2021,4,1104,아동.유아복,48
2021,4,1106,일반의류,1412
2021,4,1107,스포츠용품점,95
2021,4,1108,모피.무스탕,1
2021,4,1110,내의류,132
2021,4,1111,교복,26
2021,4,1112,의류관련(기타),11
2021,4,1201,커튼.카펫.수건,121
2021,4,1202,침구및수예품,197
2021,4,1301,세탁업,629
2021,4,1401,기타잡화,321
2021,4,1402,시계.귀금속,197
2021,4,1403,안경.광학제품,327
2021,4,1404,구두.신발,127
2021,4,1405,가방.핸드백,33
2021,4,1407,가발,25
2021,4,1501,화장품,712
2021,4,1503,미용재료,64
2021,4,1601,이발소,64
2021,4,1602,미용실(두발전문),2756
2021,4,1701,피부.체형미관리,727
2021,4,2102,"축산물,정육점",778
2021,4,2103,"수산물,건어물",357
2021,4,2104,"농산물,청과물",829
2021,4,2105,기타식음료품,1305
2021,4,2201,건강보조식품,279
2021,4,2202,인삼전문점,41
2021,4,2203,한국인삼공사,9
2021,4,2301,일반음식점,11687
2021,4,2302,중식전문점,526
2021,4,2303,일식전문점,448
2021,4,2305,서양식전문점,365
2021,4,2307,패스트푸드점,340
2021,4,2309,치킨전문점,1029
2021,4,2310,식음료(기타),260
2021,4,2401,기타음식점,135
2021,4,2402,뷔페.출장연회,23
2021,4,2501,제과.제빵,468
2021,4,2502,커피전문점,2095
2021,4,2503,아이스크림전문점,45
2021,4,2601,일반주점,659
2021,4,2602,주류전문점,12
2021,4,2604,기타주점,3
2021,4,3101,가전제품,74
2021,4,3102,정수기.비데,14
2021,4,3104,기타전자제품,23
2021,4,3201,컴퓨터및소프트웨어,118
2021,4,3202,통신기기,181
2021,4,3203,"철재,사무용가구",14
2021,4,3204,기타사무용기기,37
2021,4,3301,가구판매점,191
2021,4,3302,기타가정.주방용품,396
2021,4,3303,조명기구.전기,156
2021,4,3402,"보일러,펌프,샷시",132
2021,4,3403,기타건축자재,478
2021,4,3405,실내장식(인테리어),159
2021,4,3501,중고품판매점,47
2021,4,3503,기타장비임대,174
2021,4,3504,기타수리.수선전문,327
2021,4,3601,기타부동산관련업,19
2021,4,3602,부동산중개,4
2021,4,3801,웨딩토탈서비스,16
2021,4,3802,예식장,10
2021,4,3803,기타가례서비스,9
2021,4,4101,종합병원,14
2021,4,4102,일반병원,49
2021,4,4103,한방병원,10
2021,4,4104,요양병원,33
2021,4,4201,치과,541
2021,4,4202,내과,321
2021,4,4203,신경정신과,71
2021,4,4204,외과,46
2021,4,4205,성형외과,47
2021,4,4206,산부인과,51
2021,4,4207,안과,45
2021,4,4208,이비인후과,71
2021,4,4209,피부과,109
2021,4,4211,기타의료업,144
2021,4,4212,한의원,490
2021,4,4214,소아과,46
2021,4,4215,정형외과,118
2021,4,4401,의약품판매,18
2021,4,4402,약국,722
2021,4,4403,한약방,42
2021,4,4501,기타약품.의료기기,187
2021,4,4601,산후조리원,13
2021,4,5102,대형할인점,1
2021,4,5103,기타상설할인.아울렛,3
2021,4,5201,슈퍼마켓.마트,915
2021,4,5202,편의점,1315
2021,4,5203,소비조합(구내매점),22
2021,4,5204,농수축협직판장,42
2021,4,5205,농협식품전문점,18
2021,4,5206,체인스토어,68
2021,4,5301,기타,108
2021,4,5302,기타종합소매점,106
2021,4,5402,비료.사료.종자,40
2021,4,5501,인터넷상거래,1
2021,4,5602,통신.방문판매,174
2021,4,6101,호텔(특급),2
2021,4,6102,호텔(특급외),30
2021,4,6103,기타숙박업소,267
2021,4,6104,레저용숙박업소,2
2021,4,6201,여행사,2
2021,4,6203,"수집품,기념품",3
2021,4,6204,차량임대(렌터카),4
2021,4,6205,선물용품점,5
2021,4,6404,오토바이,49
2021,4,6501,차량부품.용품,304
2021,4,6502,자동차정비,884
2021,4,6504,타이어판매점,103
2021,4,6601,주유소,237
2021,4,6602,주유소(LPG),46
2021,4,6603,기타연료판매,80
2021,4,6701,주차장.폐차장,142
2021,4,6702,세차장,190
2021,4,6703,차량견인서비스,1
2021,4,7101,유치원,29
2021,4,7103,대학교.대학원,1
2021,4,7201,"입시학원,보습학원",818
2021,4,7202,외국어학원,195
2021,4,7204,무술도장 등(학원),379
2021,4,7205,예체능계열학원,534
2021,4,7210,자동차운전학원,12
2021,4,7211,기술.직업훈련학원,83
2021,4,7213,기타교육.교습.학원,1520
2021,4,7301,요양.보육.복지시설,67
2021,4,7303,교육및교구,35
2021,4,8101,서적(출판),206
2021,4,8102,"문구,사무용품",278
2021,4,8103,비디오.음반,3
2021,4,8104,악기판매점,39
2021,4,8105,"기타레저,스포츠용품",245
2021,4,8106,자전거,84
2021,4,8107,카메라.캠코더,5
2021,4,8109,예술품.골동품,11
2021,4,8110,화원.화초,555
2021,4,8111,"애완동물,용품(수족관)",255
2021,4,9502,법무전문서비스,21
2021,4,8112,기타상품판매점,349
2021,4,8113,사진관.현상소,189
2021,4,8114,점술업,5
2021,4,8115,동물병원,95
2021,4,8117,완구,29
2021,4,8119,화방.표구점,10
2021,4,8120,민예품.공예품,71
2021,4,8121,전문스포츠용품점,147
2021,4,8202,기타오락.휴식시설,70
2021,4,8203,영화.공연장,7
2021,4,8302,골프장,3
2021,4,8305,헬스클럽,180
2021,4,8308,당구장,272
2021,4,8309,골프연습장,178
2021,4,8310,기타취미.레저.스포츠,430
2021,4,8401,오락실/PC방,187
2021,4,8402,노래방,494
2021,4,8405,사우나.목욕탕.찜질방,58
2021,4,8406,기타대인서비스,50
2021,4,8501,기타요금,5
2021,4,8503,종합레저타운,9
2021,4,8603,안마시술소,4
2021,5,9502,법무전문서비스,17
2021,5,1101,양복점.한복점,80
2021,5,1104,아동.유아복,54
2021,5,1106,일반의류,1536
2021,5,1107,스포츠용품점,98
2021,5,1108,모피.무스탕,1
2021,5,1110,내의류,141
2021,5,1111,교복,25
2021,5,1112,의류관련(기타),11
2021,5,1201,커튼.카펫.수건,139
2021,5,1202,침구및수예품,227
2021,5,1301,세탁업,644
2021,5,1401,기타잡화,331
2021,5,1402,시계.귀금속,218
2021,5,1403,안경.광학제품,335
2021,5,1404,구두.신발,135
2021,5,1405,가방.핸드백,36
2021,5,1407,가발,27
2021,5,1501,화장품,828
2021,5,1503,미용재료,73
2021,5,1601,이발소,66
2021,5,1602,미용실(두발전문),2814
2021,5,1701,피부.체형미관리,910
2021,5,2102,"축산물,정육점",793
2021,5,2103,"수산물,건어물",367
2021,5,2104,"농산물,청과물",845
2021,5,2105,기타식음료품,1369
2021,5,2201,건강보조식품,307
2021,5,2202,인삼전문점,45
2021,5,2203,한국인삼공사,9
2021,5,2301,일반음식점,12018
2021,5,2302,중식전문점,543
2021,5,2303,일식전문점,452
2021,5,2305,서양식전문점,381
2021,5,2307,패스트푸드점,339
2021,5,2309,치킨전문점,1045
2021,5,2310,식음료(기타),272
2021,5,2401,기타음식점,134
2021,5,2402,뷔페.출장연회,24
2021,5,2501,제과.제빵,478
2021,5,2502,커피전문점,2174
2021,5,2503,아이스크림전문점,46
2021,5,2601,일반주점,710
2021,5,2602,주류전문점,12
2021,5,2603,단란주점,1
2021,5,2604,기타주점,4
2021,5,3101,가전제품,87
2021,5,3102,정수기.비데,17
2021,5,3104,기타전자제품,26
2021,5,3201,컴퓨터및소프트웨어,139
2021,5,3202,통신기기,180
2021,5,3203,"철재,사무용가구",18
2021,5,3204,기타사무용기기,42
2021,5,3301,가구판매점,222
2021,5,3302,기타가정.주방용품,409
2021,5,3303,조명기구.전기,167
2021,5,3402,"보일러,펌프,샷시",158
2021,5,3403,기타건축자재,535
2021,5,3405,실내장식(인테리어),171
2021,5,3501,중고품판매점,65
2021,5,3503,기타장비임대,184
2021,5,3504,기타수리.수선전문,390
2021,5,3601,기타부동산관련업,19
2021,5,3602,부동산중개,6
2021,5,3801,웨딩토탈서비스,20
2021,5,3802,예식장,9
2021,5,3803,기타가례서비스,8
2021,5,4101,종합병원,15
2021,5,4102,일반병원,48
2021,5,4103,한방병원,10
2021,5,4104,요양병원,33
2021,5,4201,치과,544
2021,5,4202,내과,323
2021,5,4203,신경정신과,73
2021,5,4204,외과,46
2021,5,4205,성형외과,47
2021,5,4206,산부인과,51
2021,5,4207,안과,46
2021,5,4208,이비인후과,71
2021,5,4209,피부과,109
2021,5,4211,기타의료업,144
2021,5,4212,한의원,493
2021,5,4214,소아과,46
2021,5,4215,정형외과,118
2021,5,4401,의약품판매,17
2021,5,4402,약국,727
2021,5,4403,한약방,51
2021,5,4501,기타약품.의료기기,217
2021,5,4601,산후조리원,13
2021,5,5102,대형할인점,1
2021,5,5103,기타상설할인.아울렛,3
2021,5,5201,슈퍼마켓.마트,919
2021,5,5202,편의점,1347
2021,5,5203,소비조합(구내매점),21
2021,5,5204,농수축협직판장,42
2021,5,5205,농협식품전문점,19
2021,5,5206,체인스토어,70
2021,5,5301,기타,147
2021,5,5302,기타종합소매점,105
2021,5,5402,비료.사료.종자,41
2021,5,5501,인터넷상거래,2
2021,5,5602,통신.방문판매,213
2021,5,6101,호텔(특급),2
2021,5,6102,호텔(특급외),32
2021,5,6103,기타숙박업소,268
2021,5,6104,레저용숙박업소,4
2021,5,6201,여행사,5
2021,5,6202,여행지원서비스,1
2021,5,6203,"수집품,기념품",4
2021,5,6204,차량임대(렌터카),5
2021,5,6205,선물용품점,4
2021,5,6404,오토바이,54
2021,5,6501,차량부품.용품,337
2021,5,6502,자동차정비,948
2021,5,6504,타이어판매점,109
2021,5,6601,주유소,234
2021,5,6602,주유소(LPG),46
2021,5,6603,기타연료판매,91
2021,5,6701,주차장.폐차장,149
2021,5,6702,세차장,211
2021,5,6703,차량견인서비스,3
2021,5,6705,고속도로통행카드,1
2021,5,7101,유치원,35
2021,5,7103,대학교.대학원,1
2021,5,7201,"입시학원,보습학원",837
2021,5,7202,외국어학원,196
2021,5,7204,무술도장 등(학원),400
2021,5,7205,예체능계열학원,566
2021,5,7210,자동차운전학원,11
2021,5,7211,기술.직업훈련학원,93
2021,5,7213,기타교육.교습.학원,1615
